2.3.1.0.6||YY1|T00275;T00278;T00915;T04970|END
2.3.2|Family|Developmental / cell cycle regulators||
2.3.2.1|Subfamily|Egr/Krox||
2.3.2.1.1||SWI5|T00776|END
2.3.2.1.2||Egr-1 (Krox-24)|T00241;T00244;T00455;T01200;T02340;T05807|END
2.3.2.1.3||Egr-2 (Krox-20)|T00242;T00454|END
2.3.2.1.4||Egr-3|T00243;T05539;T05889|END
2.3.2.1.5||Egr-4|T00620;T05190|END
2.3.2.2|Subfamily|Krueppel-like||
2.3.2.2.1||Krueppel|T00456|END
2.3.2.2.2||Hunchback|T00395|END
2.3.2.2.3||Glass|T00329|END
2.3.2.2.4||Odd-skipped|T00667|END
2.3.2.2.5||Ovo|T00669|END
2.3.2.2.6||Snail|T00751|END
2.3.2.2.7||CF2||
2.3.2.2.7.1||CF2-I|T00119|END
2.3.2.2.7.2||CF2-II|T00120|END
2.3.2.2.7.3||CF2-III|T00121|END
2.3.2.2.8||Evi-1|T00273|END
2.3.2.2.9||Ikaros (ZNFN1A1)|T00479|
2.3.2.2.9.1||Ik-1|T01469;T02702;T02703|END
2.3.2.2.9.2||Ik-2|T01470;T02704|END
2.3.2.2.9.3||Ik-3|T01471;T02705|END
2.3.2.2.9.4||Ik-4|T01472;T02706|END
2.3.2.2.9.5||Ik-5|T01473;T02707|END
2.3.2.2.9.6||Ik-6|T02709|END
2.3.2.2.9.7||Ik-7|T02708|END
2.3.2.2.9.8||Ik-8|T02710|END
2.3.2.2.10||Helios (ZNFN1A2)|T04954|END
2.3.2.2.11||Aiolos (ZNFN1A3)|T05979;T05980|END
2.3.2.2.12||MZF-1|T00529|END
2.3.2.2.13||Sdc-1|T00742|END
2.3.2.2.14||NRSF|T05934;T05957;T06124|
2.3.2.2.14.1||NRSF form 1|T01974|
2.3.2.2.14.2||NRSF form 2|T01973|
2.3.2.2.16||KLF1 (EKLF)|T01676;T04957|END
2.3.2.2.17||KLF2 (LKLF)|T01677;T01678;T04958|END
2.3.2.2.18||KLF3 (BKLF)||END
2.3.2.2.19||KLF4 (GKLF)|T02450;T04959|END
2.3.2.2.20||KLF5 (BTEB2)|T02211;T05054;T05808|END
2.3.2.2.21||KLF6||END
2.3.2.2.22||KLF7 (UKLF)|T04960|END
2.3.2.2.23||KLF8 (BKLF3)||END
2.3.2.2.24||KLF9 (BTEB1)|T02210;T02212;T04700|END
2.3.2.2.25||KLF10||END
2.3.2.2.26||KLF11 (FKLF)|T04956|END
2.3.2.2.27||KLF12 (AP-2rep)|T04686;T04701|END
2.3.2.2.28||KLF13 (BTEB3)|T05051;T05052|END
2.3.2.2.29||KLF14 (SP6)|T05074|END
2.3.2.2.30||KLF15 (KKLF)|T05058|END
2.3.2.2.31||KLF16 (BTEB4)|T05053|END
2.3.2.3|Subfamily|GLI-like||
2.3.2.3.1||GLI1|T00330|END
2.3.2.3.2||GLI2|T04961|END
2.3.2.3.3||GLI3|T00331|END
2.3.2.3.4||GLI4||END
2.3.2.3.5||GLIS1||END
2.3.2.3.6||GLIS2|T05131;T05132|END
2.3.2.3.7||GLIS3||END
2.3.2.3.8||WT1|T02351;T02352|
2.3.2.3.8.1||WT1 +KTS|T00899|END
2.3.2.3.8.2||WT1 -KTS|T01839|END
2.3.2.3.8.3||WT1 I|T01840|END
2.3.2.3.8.4||WT1 I -KTS|T00900|END
2.3.2.3.8.5||WT1-del2|T01841|END
2.3.2.3.8.6||WT1-del2 I|T01842|END
2.3.2.3.9||Tra-1||
2.3.2.3.9.1||Tra-1 (long)|T00842|END
2.3.2.3.9.2||Tra-1 (short)|T00845|END
2.3.2.3.10||RME1|T00731|END
2.3.2.3.11||BrlA|T00069|END
2.3.2.4|Subfamily|Gfi-like||
2.3.2.4.1||Gfi-1|T01921|END
2.3.2.4.2||Pag-3|T03543|END
2.3.2.0|Subfamily|Others||
2.3.2.0.1||Teashirt|T00805|END
2.3.2.0.2||Tramtrack||
2.3.2.0.2.1||Tramtrack 69K|T00843|END
2.3.2.0.2.2||Tramtrack 88K|T00844|END
2.3.2.0.3||RGM1||
2.3.3|Family|Metabolic regulators in fungi||SKIP
2.3.3.0.1||ACE2|T00002|END
2.3.3.0.2||ADR1|T00011|END
2.3.3.0.3||MIG1|T00509|END
2.3.3.0.4||CreA|T00162|END
2.3.3.0.5||MSN2|T01257|END
2.3.3.0.6||MSN4|T01258|END
2.3.4|Family|Large factors with NF-6B-like binding properties||SKIP
2.3.4.0.1||HIV-EP1|T00497|END
2.3.4.0.2||HIV-EP2|T00939;T02313|END
2.3.4.0.3||MBP-2|T00496|END
2.3.4.0.4||KBP-1|T00441|END
2.3.4.0.5||alphaA-CRYBP1|T00007|END
2.3.5|Family|Viral regulators||SKIP
2.3.5.0.1||T-Ag|T00788|END
2.4|Class|Cys6 cysteine-zinc cluster|C0005|
2.4.1|Family|Metabolic regulators in fungi||SKIP
2.4.1.0.1||ARG RII|T00044|END
2.4.1.0.2||CAT8||
2.4.1.0.3||GAL4|T00302|END
2.4.1.0.4||HAP1|T00346|END
2.4.1.0.5||MAL63|T00480|END
2.4.1.0.6||LEU3|T00465|END
2.4.1.0.7||UGA3||
2.4.1.0.8||qa-1F|T00709|END
2.4.1.0.9||UME6|T01247|END
2.4.1.0.10||AmdR|T00931|END
2.4.1.0.11||PUT3||
2.5|Class|Zinc fingers of alternating composition||
2.5.1|Family|Cx7Hx8Cx4C zinc fingers||SKIP
2.5.1.0.1||BAF1|T00056|END
2.5.2|Family|Cx2Hx4Hx4C zinc fingers||SKIP
2.5.2.0.1||Byr3|T00072|END
3|Superclass|Helix-turn-helix|C0035|
3.1|Class|Homeo domain|C0006|
3.1.1|Family|Homeo domain only||
3.1.1.1|Subfamily|AbdB||
3.1.1.1.1||Abd-B|T01476;T03826;T03834;T03851;T03858|END
3.1.1.1.2||Ceh-11||END
3.1.1.1.3||HOXA9|T01708;T01709;T01710;T01711|
3.1.1.1.3.1||GPK5 (G.p.)||END
3.1.1.1.3.2||GPK9 (G.p.)||END
3.1.1.1.4||HOXB9|T01738;T01739;T01740|END
3.1.1.1.5||HOXC9||END
3.1.1.1.6||HOXD9|T01424;T01755;T01756|END
3.1.1.1.7||HOXA10|T01712;T01715|
3.1.1.1.7.1||PL1|T01713|END
3.1.1.1.7.2||PL2|T01714|END
3.1.1.1.8||HOXC10||END
3.1.1.1.9||HOXD10|T01425;T01757;T01758|END
3.1.1.1.10||HOXA11|T01716;T01717|END
3.1.1.1.11||HOXC11||END
3.1.1.1.12||HOXD11|T01759;T01760;T01761|END
3.1.1.1.13||HOXC12||END
3.1.1.1.14||HOXD12|T01762;T01763|END
3.1.1.1.15||HOXA13||END
3.1.1.1.16||HOXC13||END
3.1.1.1.17||HOXD13|T01764;T01765|END
3.1.1.2|Subfamily|Antp||
3.1.1.2.1||abd-A|T01992;T03827;T03835;T03857|END
3.1.1.2.2||Antp|T00026;T03839;T03847;T03856;T03873|
3.1.1.2.3||Ceh-15||END
3.1.1.2.4||Dfd|T00193|END
3.1.1.2.5||Flh|T02044;T02045|END
3.1.1.2.6||Ftz|T00295|END
3.1.1.2.7||HOXA2|T01698;T01699;T01700|END
3.1.1.2.8||HOXB2||END
3.1.1.2.9||HOXA3|T00378|END
3.1.1.2.10||HOXB3|T01722;T01723;T01724;T01725|
3.1.1.2.10.1||(m)||
3.1.1.2.10.2||(m)||
3.1.1.2.11||HOXD3||END
3.1.1.2.12||HOXA4|T00128;T01701;T01703|END
3.1.1.2.13||HOXB4|T01726;T01727;T01728;T01729|END
3.1.1.2.14||HOXC4||END
3.1.1.2.15||HOXD4|T00376;T01752;T01753|END
3.1.1.2.16||HOXA5|T00377;T01702|END
3.1.1.2.17||HOXB5|T01730;T01731|END
3.1.1.2.18||HOXC5|T01741|END
3.1.1.2.19||HOXA6||END
3.1.1.2.20||HOXB6|T01732;T01733|
3.1.1.2.21||HOXC6|T01742;T01743;T01744;T01745;T01746;T01747|END
3.1.1.2.22||HOXA7|T01278;T01704;T01705;T01706;T01707|
3.1.1.2.22.1||(X.l.)||
3.1.1.2.22.2||(X.l.)||
3.1.1.2.23||HOXB7|T01734;T01735;T01736|END
3.1.1.2.24||HOXB8|T00129;T01737|END
3.1.1.2.25||HOXC8|T01749|END
3.1.1.2.26||HOXD8|T01426;T01754|END
3.1.1.2.27||IPF1|T02057;T02058|END
3.1.1.2.28||Mab-5||END
3.1.1.2.29||NK-1||END
3.1.1.2.30||Pb|T02084;T02086|
3.1.1.2.31||Scr|T02096|END
3.1.1.2.32||Ubx|T00863;T02101;T02102|
3.1.1.2.33||Zen-1|T00917|END
3.1.1.2.34||Zen-2|T02099|END
3.1.1.3|Subfamily|Cad||
3.1.1.3.1||Cad|T00079|END
3.1.1.3.2||Cdx-1|T01484;T01999;T02000;T02001|END
3.1.1.3.3||Cdx-2|T02002|END
3.1.1.3.4||Cdx-3|T02003|END
3.1.1.4|Subfamily|Cut||
3.1.1.4.1||CDP|T00100|END
3.1.1.4.2||Cut|T02004|END
3.1.1.5|Subfamily|Dll||
3.1.1.5.1||Dll|T02005|END
3.1.1.5.2||Dlx-1|T02006;T02007|END
3.1.1.6|Subfamily|Ems||
3.1.1.6.1||Ems|T02008|END
3.1.1.6.2||EMX1|T02010;T02011|END
3.1.1.6.3||EMX2|T02012;T02013|END
3.1.1.7|Subfamily|En||
3.1.1.7.1||En|T00253|END
3.1.1.7.2||En-1|T02014;T02015;T02016|END
3.1.1.7.3||En-2|T02018;T02019;T02020|END
3.1.1.8|Subfamily|Eve||
3.1.1.8.1||Eve|T00271;T00272|END
3.1.1.8.2||Evx-1|T02021;T02022;T02023|END
3.1.1.9|Subfamily|Prd||
3.1.1.9.1||al||END
3.1.1.9.2||Alx3||END
3.1.1.9.3||Gsc|T02046;T02047;T02048;T02049|END
3.1.1.9.4||K-2|T02059|
3.1.1.9.4.1||K-2a|T02060|END
3.1.1.9.4.2||K-2b|T02061|END
3.1.1.9.5||S8|T01483;T02094|END
3.1.1.9.6||Otd|T02078|END
3.1.1.9.7||Otx1|T02079;T02080;T02081|END
3.1.1.9.8||Otx2|T02082;T02083|END
3.1.1.9.9||Phox-2|T02090|END
3.1.1.9.10||Unc-4||END
3.1.1.10|Subfamily|HD-ZIP||
3.1.1.10.1||HAT1||END
3.1.1.10.2||HAT2||END
3.1.1.10.3||HAT3||END
3.1.1.10.4||HAT4||END
3.1.1.10.5||HAT7||END
3.1.1.10.6||HAT9||END
3.1.1.10.7||HAT14||END
3.1.1.10.8||HAT22||END
3.1.1.10.9||Athb-1|T01474|END
3.1.1.10.10||Athb-2|T01475|END
3.1.1.10.11||Athb-3||END
3.1.1.10.12||Athb-4||END
3.1.1.11|Subfamily|H2.0||
3.1.1.11.1||HB24|T02051;T02053|END
3.1.1.11.2||Hox11 / Hlx|T02054;T02055|END
3.1.1.12|Subfamily|HNF1||
3.1.1.12.1||HNF-1alpha|T01952|
3.1.1.12.1.1||HNF-1alpha-A|T00368;T00369;T01211|END
3.1.1.12.1.2||HNF-1alpha-B|T01950|END
3.1.1.12.1.3||HNF-1alpha-C|T01951|END
3.1.1.12.2||HNF-1beta||
3.1.1.12.2.1||HNF-1beta-A|T00889;T00890;T00891;T01955|END
3.1.1.12.2.2||HNF-1beta-B|T01953|END
3.1.1.12.2.3||HNF-1beta-C|T01954|END
3.1.1.13|Subfamily|Lab||
3.1.1.13.1||HOXA1|T01695;T01696;T01697|
3.1.1.13.1.1||ERA-1-993||
3.1.1.13.1.2||ERA-1-399||
3.1.1.13.2||HOXB1|T01718;T01719;T01720;T01721|END
3.1.1.13.3||HOXD1|T01750|END
3.1.1.13.4||Lab|T02064;T02065|
3.1.1.13.4.1||Lab (635 AA)||
3.1.1.13.4.2||Lab (629 AA)||
3.1.1.14|Subfamily|Msh||
3.1.1.14.1||Msx-1|T02069;T02070;T02071;T02072;T02073|END
3.1.1.14.2||Msx-2|T02074;T02075;T02076;T02077|END
3.1.1.15|Subfamily|NK-2/Nkx|C0053|
3.1.1.15.1||NK-2/vnd|T04258|END
3.1.1.15.2||NK-3/bagpipe|T02665|END
3.1.1.15.3||NK-4/tinman|T03612|END
3.1.1.15.4||Nkx2-1|T00856;T00857;T00858;T00859;T02098;T04271;T05372|END
3.1.1.15.5||Nkx2-2|T02384;T04265;T04272;T04337|END
3.1.1.15.6||Nkx2-3|T04325;T04333;T04341;T05890|
3.1.1.15.6.1||Nkx2-3a|T04329|END
3.1.1.15.6.2||Nkx2-3b1|T04331|END
3.1.1.15.6.3||Nkx2-3b2|T04332|END
3.1.1.15.7||Nkx2-5|T01675;T04323;T04330;T04334|END
3.1.1.15.8||Nkx2-6|T04342|END
3.1.1.15.9||Nkx2-8|T04336;T04340|END
3.1.1.15.10||Nkx2-9|T04338|END
3.1.1.15.11||Nkx2-10|T04335|END
3.1.1.15.12||Nkx3-1|T04255;T04256|
3.1.1.15.12.1||Nkx3-1 v1|T04287|END
3.1.1.15.12.2||Nkx3-1 v2|T04288|END
3.1.1.15.12.3||Nkx3-1 v3|T04289|END
3.1.1.15.12.4||Nkx3-1 v4|T04290|END
3.1.1.15.13||Nkx3-2|T02667;T02668|END
3.1.1.15.14||Nkx5-1|T04446|END
3.1.1.15.15||Nkx5-2|T04445|END
3.1.1.15.16||Nkx6-1|T04261;T04268;T04269;T04270;T04297|END
3.1.1.15.17||Nkx6-2|T02050;T04787|END
3.1.1.16|Subfamily|Bcd||
3.1.1.16.1||Bcd|T00063|END
3.1.1.17|Subfamily|XANF||
3.1.1.17.1||Hesx1/XANF-1||END
3.1.1.18|Subfamily|PBC||
3.1.1.18.1||Ceh-20||END
3.1.1.18.2||Exd|T01482|END
3.1.1.18.3||MATa1|T00488|END
3.1.1.18.4||Pbx1||
3.1.1.18.4.1||Pbx1a|T01481;T03451|END
3.1.1.18.4.2||Pbx1b|T02087;T02088|END
3.1.1.18.5||Pbx2|T04123;T04127|END
3.1.1.18.6||Pbx3||
3.1.1.18.6.1||Pbx3a|T04124;T04125|END
3.1.1.18.6.2||Pbx3b|T04126;T04128|END
3.1.1.0|Subfamily|not assigned||
3.1.1.0.1||Gtx||SKIP
3.1.1.0.2||KN1|T02062|END
3.1.1.0.3||Knox3|T02063|END
3.1.1.0.4||MATalpha1|T00486|END
3.1.1.0.5||MATalpha2|T00487|END
3.1.1.0.6||Pc|T02089|END
3.1.1.0.7||PHO2|T00689|END
3.1.1.0.8||Prh|T02091;T02092|END
3.1.1.0.9||Ro|T00732|END
3.1.1.0.10||Zeste|T00918|END
3.1.1.0.11||Zmhox1a|T00922|END
3.1.1.0.12||HAT24||
3.1.1.0.13||Unc-30||
3.1.1.0.14||HB9||
3.1.1.0.15||BarH1||
3.1.1.0.16||BarH2||
3.1.1.0.17||Aalpha Y1||
3.1.1.0.18||Aalpha Y2||
3.1.1.0.19||Aalpha Y3||
3.1.1.0.20||alpha2-1||
3.1.1.0.21||beta2-1||
3.1.1.0.22||d1-1||
3.1.2|Family|POU domain factors|C0007|
3.1.2.1|Subfamily|I||
3.1.2.1.1||Pit-1||
3.1.2.1.1.1||Pit-1a|T00691|END
3.1.2.1.1.2||Pit-1b|T00325;T01172;T01516|END
3.1.2.1.1.3||Pit-1c|T01902|END
3.1.2.2|Subfamily|II||
3.1.2.2.1||Oct-1|T00641;T00642;T00643|
3.1.2.2.1.1||Oct-1A|T00644|END
3.1.2.2.1.2||Oct-1B|T01862|END
3.1.2.2.1.3||Oct-1C|T01863|END
3.1.2.2.2||Oct-2||
3.1.2.2.2.1||Oct-2.1|T00646;T01864;T01870|END
3.1.2.2.2.2||Oct-2.2/Oct-2A|T00647;T00648;T00650|END
3.1.2.2.2.3||Oct-2.3|T01865|END
3.1.2.2.2.4||Oct-2.4|T01866|END
3.1.2.2.2.5||Oct-2.5/Oct-2B|T00662;T00964;T01871|END
3.1.2.2.2.6||Oct-2.6|T01867|END
3.1.2.2.2.7||Oct-2.7|T01868|END
3.1.2.2.2.8||Oct-2.8|T01869|END
3.1.2.2.3||Oct-11|T01874|END
3.1.2.2.4||dOct-2|T01875|END
3.1.2.2.5||PDM-1|T01900|END
3.1.2.2.6||PDM-2|T01901|END
3.1.2.2.7||Nrl-16||
3.1.2.2.8||Oct-1.5||
3.1.2.2.9||Oct-1.13||
3.1.2.2.10||Oct-1.17||
3.1.2.2.11||Oct-1.32||
3.1.2.3|Subfamily|III||
3.1.2.3.1||POU-M1|T00746|END
3.1.2.3.2||N-Oct-3||
3.1.2.3.2.1||N-Oct-3|T00630;T01524;T01873|END
3.1.2.3.2.2||N-Oct-5A|T00632|END
3.1.2.3.2.3||N-Oct-5B|T00633|END
3.1.2.3.3||Oct-6|T00655;T00656;T00969|END
3.1.2.3.4||Brn-4|T01884;T01885;T01886;T01887|END
3.1.2.3.5||Cf1a|T01897|END
3.1.2.3.6||Brn-1||
3.1.2.3.7||Nrl-19||
3.1.2.3.8||Nrl-20||
3.1.2.3.9||XLPOU-1/Nrl-22||
3.1.2.4|Subfamily|IV||
3.1.2.4.1||Brn-3a|T01879|
3.1.2.4.1.1||Brn-3a(l)|T01877|END
3.1.2.4.1.2||Brn-3a(s)|T01876;T01878|END
3.1.2.4.2||Brn-3b|T01880;T01881|END
3.1.2.4.3||Brn-3c||
3.1.2.4.4||I-POU||
3.1.2.4.4.1||I-POU|T01898|END
3.1.2.4.4.2||tI-POU|T01899|END
3.1.2.4.7||Unc-86||
3.1.2.4.7.1||Unc-86|T01882|END
3.1.2.4.7.2||Unc-86 (429 aa)||END
3.1.2.5|Subfamily|V||
3.1.2.5.1||Oct-3/4||
3.1.2.5.1.1||Oct-5|T00653|END
3.1.2.5.1.2||Oct-3A|T00651;T00652|END
3.1.2.5.1.3||Oct-3B|T01872|END
3.1.2.5.2||Oct-3C ?||
3.1.2.5.3||pou2||
3.1.2.5.3.1||pou2|T01895|END
3.1.2.5.3.2||t-Pou2|T01896|END
3.1.2.5.4||Oct-25||
3.1.2.5.5||Oct-60||
3.1.2.5.6||Oct-91||
3.1.2.6|Subfamily|VI||
3.1.2.6.1||Brn-5||
3.1.2.6.1.2||Brn-5 (c2)|T01888;T01891|END
3.1.2.6.1.3||Brn-5 (c1)|T01889|END
3.1.2.6.1.4||Brn-5 (c7)|T01890|END
3.1.2.6.2||TCFbeta1|T04470|END
3.1.2.6.3||pou[c]|T01894|END
3.1.2.0||Subfamily: other POU factors||
3.1.2.0.1||CEH-18|T01883|END
3.1.2.0.2||Sprm-1|T01892|END
3.1.2.0.3||b1-1||
3.1.3|Family|Homeo domain with LIM region||
3.1.3.1|Subfamily|Homeo domain with LIM region|C0025|
3.1.3.1.1||Lin-11|T01075|END
3.1.3.1.2||Isl-1|T01035|END
3.1.3.1.3||Lmx-1|T01958|END
3.1.3.1.4||Lim-1|T01959;T01960;T01961;T01962|END
3.1.3.1.5||Lim-3|T01963;T01964;T01965|
3.1.3.1.6||LH-2|T01966;T01967;T01968;T01969|END
3.1.3.1.7||Ap|T01074|END
3.1.3.1.8||Mec-3|T01076|END
3.1.3.1.9||Isl-2||
3.1.3.1.10||Lim-2||
3.1.3.1.11||Lmx2||
3.1.3.2|Subfamily|LIM-only transcription (co-)factors|C0028|
3.1.3.2.1||MLP|T01971|END
3.1.3.2.2||DMLP1|T01972|END
3.1.4|Family|homeo domain plus zinc finger motifs|C0021|SKIP
3.1.4.0.1||ATBF1||
3.1.4.0.1.1||ATBF1-B|T00048|END
3.1.4.0.1.2||ATBF1-A|T01665|END
3.1.4.0.2||Zfh1|T00919|END
3.1.4.0.3||Zfh2|T00920|END
3.1.4.0.4||ZEB (TCF8, deltaEF1)|T00625;T01467;T02314;T03915|END
3.2|Class|Paired box|C0017|
3.2.1|Family|Paired plus homeo domain|C0018|SKIP
3.2.1.0.1||Prd|T00699|END
3.2.1.0.2||Pax-3|T03015|
3.2.1.0.2.1||Pax-3|T00679;T00680|END
3.2.1.0.2.2||Pax-3A|T01812|END
3.2.1.0.2.3||Pax-3B|T01813|END
3.2.1.0.3||Pax-6|T00681;T00682;T01122;T01819;T03008;T03019;T03125;T03131;T03133;T04416|
3.2.1.0.3.1||Pax-6 / Pd-5|T01814|END
3.2.1.0.3.2||Pd-5a||END
3.2.1.0.4||Pax-7|T00396;T02960;T03021|END
3.2.1.0.5||Gsb|T01820|END
3.2.1.0.6||Gsbn|T01821|END
3.2.1.0.7||Pax-4||
3.2.1.0.7.1||Pax-4a|T02982;T02983;T03001|END
3.2.1.0.7.2||Pax-4b|T03002;T03194|END
3.2.1.0.7.3||Pax-4c|T03003;T03195|END
3.2.1.0.7.4||Pax-4d|T03004|END
3.2.2|Family|Paired domain only||SKIP
3.2.2.1|Subfamily|Pax-1 and homologs||
3.2.2.1.1||Pax-1|T00398;T00677;T02110|END
3.2.2.1.2||Pax-1/9|T03064;T03066;T03098|
3.2.2.1.2.1||Pax-1/9-I|T03050|END
3.2.2.1.2.2||Pax-1/9-II|T03053|END
3.2.2.1.2.3||Pax-1/9-III|T03054|END
3.2.2.1.2.4||Pax-1/9-IV|T03055|END
3.2.2.1.2.5||Pax-1/9-V|T03056|END
3.2.2.1.2.6||Pax-1/9-VI|T03057|END
3.2.2.1.3||K07C11.1|T03209|END
3.2.2.2|Subfamily|Pax-2 and homologs||
3.2.2.2.1||Pax-2|T01823;T03013|
3.2.2.2.1.1||Pax-2a|T00678|END
3.2.2.2.1.2||Pax-2b|T01822|END
3.2.2.2.2||Pax-2.1|T03031|END
3.2.2.2.3||Pax-2.2|T03219|END
3.2.2.2.4||Pax-A|T03089;T03095|END
3.2.2.2.5||Pax-B|T03090;T03096|END
3.2.2.2.6||Pax-2/5/8|T03140;T03144|END
3.2.2.2.7||egl-38||
3.2.2.2.7.1||egl-38|T03205|END
3.2.2.2.7.2||egl-38 (233 AA)|T03206|END
3.2.2.2.8||K06B9.5|T03210|END
3.2.2.2.9||Pox neuro|T03143|END
3.2.2.3|Subfamily|Pax-5||
3.2.2.3.1||Pax-5|T00070;T01201;T03016;T03221;T03223|END
3.2.2.4|Subfamily|Pax-8||
3.2.2.4.1||Pax-8|T01828;T01829;T02898;T03220;T03222|
3.2.2.4.1.1||Pax-8a|T01824;T02930|END
3.2.2.4.1.2||Pax-8b|T01825|END
3.2.2.4.1.3||Pax-8c|T01826|END
3.2.2.4.1.4||Pax-8d|T01827|END
3.2.2.4.1.5||Pax-8e|T02923|END
3.2.2.4.1.6||Pax-8f|T02932|END
3.2.2.4.1.7||Pax-8g|T02931|END
3.2.2.5|Subfamily|Pax-9||
3.2.2.5.1||Pax-9|T02985;T02986;T03023|
3.2.2.5.1.1||Pax-9a|T03593|END
3.2.2.5.1.2||pax-9b|T03594|END
3.3|Class|Fork head / winged helix|C0023|
3.3.1|Family|Developmental regulators||SKIP
3.3.1.0.1||Fkh|T01054|END
3.3.1.0.2||Slp1|T01055|END
3.3.1.0.3||Slp2|T01056|END
3.3.1.0.4||lin-31|T01057|END
3.3.1.0.5||XFD-1|T01051|END
3.3.1.0.6||BF-1|T01831;T02350;T02353|END
3.3.1.0.7||v-Qin|T01832|END
3.3.1.0.8||c-Qin|T01833|END
3.3.1.0.9||Axial|T01834|END
3.3.1.0.10||Croc|T02291|END
3.3.1.0.11||Whn|T01835|END
3.3.2|Family|Tissue-specific regulators||SKIP
3.3.2.0.1||HNF-3alpha|T00371;T02343;T02512|END
3.3.2.0.2||HNF-3beta|T01049;T01053;T02344;T02513;T03256|END
3.3.2.0.3||HNF-3gamma|T01050;T02345;T02418|END
3.3.2.0.4||HFH-4||
3.3.2.0.5||SGF-1|T00744|END
3.3.3|Family|Cell-cycle controlling factors||
3.3.3.1|Subfamily|vertebrate E2F||
3.3.3.1.1||E2F-1|T01542;T01543;T02951;T02952|END
3.3.3.1.2||E2F-2|T01544;T03526|END
3.3.3.1.3||E2F-3||
3.3.3.1.3.1||E2F-3A|T01545;T02947|END
3.3.3.1.3.2||E2F-3B|T04107|END
3.3.3.1.4||E2F-4|T01546|END
3.3.3.1.5||E2F-5|T01607;T02948;T03249|END
3.3.3.1.6||E2F-6|T02997;T03250|END
3.3.3.1.7||E2F-7|T06110;T06112|END
3.3.3.2|Subfamily|DP||
3.3.3.2.1||DP-1|T01548;T01549|
3.3.3.2.2||DP-2|T03000|
3.3.3.2.3||DP-3|T04103|
3.3.3.2.4||dDP|T01550|
3.3.3.3|Subfamily|insect E2F||
3.3.3.3.1||E2F|T01547|END
3.3.3.3.2||E2F-2|T02950|END
3.3.3.4|Subfamily|fungal E2F||
3.3.3.4.1||E2F|T01277|END
3.3.3.5|Subfamily|plant E2F||
3.3.3.5.1||E2F|T05536;T05582|END
3.3.3.5.2||E2F-1|T05975;T06393|END
3.3.3.5.3||E2F-2|T05360;T05976|END
3.3.3.5.4||E2F-3|T06392|END
3.3.4|Family|Regulators with a DNA recognition wing||
3.3.4.1|Subfamily|RFX||SKIP
3.3.4.1.1||RFX1|T01666;T01673|END
3.3.4.1.2||RFX2|T01667;T01669|END
3.3.4.1.3||RFX3|T01670;T01671|
3.3.4.1.4||RFX4|T05433|END
3.3.4.1.5||RFX5|T01672;T05440|END
3.3.0|Family|Other regulators||SKIP
3.3.0.0.1||ILF|T01088|END
3.3.0.0.2||FKHR||
3.3.0.0.3||HTLF||
3.3.0.0.4||QRF-1||
3.3.0.0.5||HCM1|T01256|END
3.3.0.0.6||FD1||
3.3.0.0.7||FD2||
3.3.0.0.8||FD3||
3.3.0.0.9||FD4||
3.3.0.0.10||FD5||
3.3.0.0.11||HFH-1|T02288;T05952;T06408|
3.3.0.0.12||HFH-2|T02290;T04166;T04167|END
3.3.0.0.13||HFH-3||
3.3.0.0.14||HFH-4||
3.3.0.0.15||HFH-5||
3.3.0.0.16||HFH-6||
3.3.0.0.17||HFH-7||
3.3.0.0.18||HFH-B2||
3.3.0.0.19||HFH-B3||
3.3.0.0.20||Fkh-1||
3.3.0.0.21||Fkh-2||
3.3.0.0.22||Fkh-3||
3.3.0.0.23||Fkh-4||
3.3.0.0.24||Fkh-5||
3.3.0.0.25||Fkh-6|T02417|END
3.3.0.0.26||BF-2|T02292;T02293|END
3.4|Class|Heat shock factors|C0050|
3.4.1|Family|HSF||SKIP
3.4.1.0.1||HSF1||
3.4.1.0.1.1||HSF1 (long)|T00383|END
3.4.1.0.1.2||HSF1 (short)|T00384;T01041;T01042;T01044|END
3.4.1.0.2||HSF2|T00972;T01043;T01045|END
3.4.1.0.3||HSF3|T01046|END
3.4.1.0.4||dHSF|T00386|END
3.4.1.0.5||HSF24|T02031|END
3.4.1.0.6||HSF30|T02032|END
3.4.1.0.7||HSF8|T02033|END
3.4.1.0.8||fungal HSF|T00385;T01244;T01264|END
3.5|Class|Tryptophan clusters|C0022|
3.5.1|Family|Myb||
3.5.1.1|Subfamily|Myb-factors||
3.5.1.1.1||c-Myb|T00136;T00137;T00138;T00139;T05996|END
3.5.1.1.2||A-Myb|T01582;T01583;T01584;T01585|
3.5.1.1.2.1||A-Myb||END
3.5.1.1.2.2||A-Myb||END
3.5.1.1.3||B-Myb|T00065;T01586;T01587|END
3.5.1.1.4||v-Myb|T00895;T01594|END
3.5.1.1.5||GL1|T01588|END
3.5.1.1.6||MybSt1|T01589|END
3.5.1.1.7||P||
3.5.1.1.7.1||P (long)|T01590|END
3.5.1.1.7.2||P (short)|T01591|END
3.5.1.1.8||C1||
3.5.1.1.8.1||C1 (long)|T01592|END
3.5.1.1.8.2||C1 (short)|T01593|END
3.5.1.1.9||MYB.Ph2||
3.5.1.1.10||MYB.Ph3|T01568|END
3.5.1.1.11||ATMYB1||
3.5.1.1.12||ATMYB2||
3.5.1.2|Subfamily|Myb-like factors||
3.5.1.2.1||BAS1|T01027|END
3.5.1.2.2||REB1|T00725;T01245|END
